Parameter,Optimal of Male,Optimal of Female,Fitness of Male,Fitness of Female
"(-8,8,6,6)",0.444420,-4.110889,0.049182,-16.900724
"(-8,8,6,8)",0.444420,-4.555088,0.246592,-20.752296
"(-8,8,6,10)",0.444420,-5.000929,0.444733,-24.998880
"(-8,8,8,0)",0.444420,-3.778024,-0.098750,-14.271700
"(-8,8,8,0.2)",0.444420,-3.778024,-0.098750,-14.271700
"(-8,8,8,0.4)",0.444420,-3.778024,-0.098750,-14.271700
"(-8,8,8,0.6)",0.444420,-3.778024,-0.098750,-14.271700
"(-8,8,8,0.8)",0.444420,-3.778024,-0.098750,-14.271700
"(-8,8,8,1)",0.444420,-4.000367,0.000063,-16.000000
"(-8,8,8,2)",0.444420,-4.222771,0.098904,-17.827057
"(-8,8,8,4)",0.444420,-4.666484,0.296099,-21.777431
"(-8,8,8,6)",0.444420,-5.110443,0.493403,-26.122824
"(-8,8,8,8)",0.444420,-5.556283,0.691543,-30.863234
"(-8,8,8,10)",0.444420,-6.000904,0.889141,-35.998657
"(-8,8,10,0)",0.444420,-5.385013,0.615427,-22.458561
"(-8,8,10,0.2)",0.444420,-5.385013,0.615427,-22.458561
"(-8,8,10,0.4)",0.444420,-5.385013,0.615427,-22.458561
"(-8,8,10,0.6)",0.444420,-5.385013,0.615427,-22.458561
"(-8,8,10,0.8)",0.444420,-5.385013,0.615427,-22.458561
"(-8,8,10,1)",0.444420,-5.000000,0.444320,-25.000000
"(-8,8,10,2)",0.444420,-5.223202,0.543516,-27.271475
"(-8,8,10,4)",0.444420,-5.665316,0.740000,-32.110687
"(-8,8,10,6)",0.444420,-6.110219,0.937723,-37.344917
"(-8,8,10,8)",0.444420,-6.555572,1.135647,-42.974167
"(-8,8,10,10)",0.444420,-6.998905,1.332673,-48.998432
"(-8,10,-10,0)",0.665139,5.304101,-3.982568,-28.435486
"(-8,10,-10,0.2)",0.581744,5.299807,-4.014396,-27.993246
"(-8,10,-10,0.4)",0.667009,5.302855,-3.979213,-28.445333
"(-8,10,-10,0.6)",0.650486,5.302855,-3.998869,-28.357710
"(-8,10,-10,0.8)",0.563965,5.288496,-3.995624,-27.899294
"(-8,10,-10,1)",0.607741,5.000773,-3.838262,-25.000000
"(-8,10,-10,2)",0.529999,4.731814,-3.657960,-22.420221
"(-8,10,-10,4)",0.529983,4.197233,-3.374624,-17.682182
"(-8,10,-10,6)",0.530005,3.725918,-3.124837,-13.502946
"(-8,10,-10,8)",0.530128,1.526722,-1.958990,-7.270836
"(-8,10,-10,10)",0.530103,1.526722,-1.959042,-5.652461
"(-8,10,-8,0)",0.537144,4.279072,-3.421869,-18.220596
"(-8,10,-8,0.2)",0.553180,4.277763,-3.425724,-18.289221
"(-8,10,-8,0.4)",0.567039,4.282063,-3.427543,-18.348536
"(-8,10,-8,0.6)",0.490935,4.279430,-3.377213,-18.022844
"(-8,10,-8,0.8)",0.558958,4.279059,-3.426704,-18.313942
"(-8,10,-8,1)",0.545416,3.999188,-3.272284,-16.000000
"(-8,10,-8,2)",0.530030,3.686452,-3.103920,-13.947757
"(-8,10,-8,4)",0.530029,1.526722,-1.959201,-7.455276
"(-8,10,-8,6)",0.530047,1.526722,-1.959163,-5.836727
"(-8,10,-8,8)",0.530015,1.526722,-1.959231,-4.218596
"(-8,10,-8,10)",0.530063,1.526722,-1.959128,-2.599567
"(-8,10,-6,0)",0.505416,3.255694,-2.878909,-10.580099
"(-8,10,-6,0.2)",0.511651,3.256495,-2.879743,-10.600400
"(-8,10,-6,0.4)",0.511413,3.254277,-2.878608,-10.599623
"(-8,10,-6,0.6)",0.499412,3.256415,-2.878053,-10.560544
"(-8,10,-6,0.8)",0.511525,3.256495,-2.879743,-10.599989
"(-8,10,-6,1)",0.472888,3.000688,-2.742239,-9.000000
"(-8,10,-6,2)",0.509774,2.749089,-2.621041,-7.535630
"(-8,10,-6,4)",0.509806,1.526722,-1.997856,-4.494454
"(-8,10,-6,6)",0.509659,1.526722,-1.998104,-2.938911
"(-8,10,-6,8)",0.509749,1.526722,-1.997952,-1.381737
"(-8,10,-6,10)",0.509715,1.526722,-1.998010,0.174281
"(-8,10,-4,0)",0.497232,2.236832,-2.370444,-5.056136
"(-8,10,-4,0.2)",0.479005,2.257866,-2.389665,-5.015035
"(-8,10,-4,0.4)",0.464022,2.237954,-2.382155,-4.981838
"(-8,10,-4,0.6)",0.442710,2.208415,-2.363454,-4.934250
"(-8,10,-4,0.8)",0.458672,2.236832,-2.381168,-4.969883
"(-8,10,-4,1)",0.428345,2.000001,-2.265177,-4.000000
"(-8,10,-4,2)",0.469317,1.526722,-2.048210,-3.059492
"(-8,10,-4,4)",0.469319,1.526722,-2.048208,-1.626450
"(-8,10,-4,6)",0.469235,1.526722,-2.048275,-0.194055
"(-8,10,-4,8)",0.469273,1.526722,-2.048245,1.239134
"(-8,10,-4,10)",0.469295,1.526722,-2.048228,2.672333
"(-8,10,-2,0)",0.417586,1.209057,-1.927415,-1.461180
"(-8,10,-2,0.2)",0.415495,1.208776,-1.927203,-1.458653
"(-8,10,-2,0.4)",0.417508,1.209190,-1.927469,-1.461087
"(-8,10,-2,0.6)",0.417126,1.208482,-1.927162,-1.460625
"(-8,10,-2,0.8)",0.406886,1.208482,-1.925684,-1.448250
"(-8,10,-2,1)",0.409082,0.999985,-1.840903,-1.000000
"(-8,10,-2,2)",0.363603,0.621924,-1.680679,-0.630925
"(-8,10,-2,4)",0.434623,0.621924,-1.669418,-0.046151
"(-8,10,-2,6)",0.363603,0.621924,-1.680679,0.273608
"(-8,10,-2,8)",0.390449,0.621924,-1.689467,0.842747
"(-8,10,-2,10)",0.411606,0.621924,-1.685221,1.446830
"(-8,10,0,0)",0.363616,0.181788,-1.520647,-0.033054
"(-8,10,0,0.2)",0.363617,0.181788,-1.520647,-0.033054
"(-8,10,0,0.4)",0.375207,0.181774,-1.521276,-0.035161
"(-8,10,0,0.6)",0.368649,0.181788,-1.521285,-0.033969
"(-8,10,0,0.8)",0.364992,0.181788,-1.520876,-0.033304
"(-8,10,0,1)",0.364800,0.000000,-1.454531,0.000000
"(-8,10,0,2)",0.363600,-0.181805,-1.388441,-0.033051
"(-8,10,0,4)",0.363600,-0.545423,-1.256230,-0.297461
"(-8,10,0,6)",0.363600,-0.909057,-1.124012,-0.826281
"(-8,10,0,8)",0.363600,-1.316320,-0.975932,-1.617598
"(-8,10,0,10)",0.363600,-1.636377,-0.859559,-2.677149
"(-8,10,2,0)",0.363600,-0.620319,-1.228997,-0.630295
"(-8,10,2,0.2)",0.363600,-0.620319,-1.228997,-0.630295
"(-8,10,2,0.4)",0.363600,-0.620319,-1.228997,-0.630295
"(-8,10,2,0.6)",0.363600,-0.620319,-1.228997,-0.630295
"(-8,10,2,0.8)",0.363600,-0.620319,-1.228997,-0.630295
"(-8,10,2,1)",0.363600,-1.000065,-1.090922,-1.000000
"(-8,10,2,2)",0.363600,-1.181925,-1.024798,-1.396651
"(-8,10,2,4)",0.363600,-1.545519,-0.892595,-2.388261
"(-8,10,2,6)",0.363600,-1.908750,-0.760524,-3.644280
"(-8,10,2,8)",0.363600,-2.272972,-0.628093,-5.164709
"(-8,10,2,10)",0.363600,-2.636298,-0.495988,-6.949548
"(-8,10,4,0)",0.363600,-2.027907,-0.717199,-3.261875
"(-8,10,4,0.2)",0.363600,-2.027907,-0.717199,-3.261875
"(-8,10,4,0.4)",0.363600,-2.027907,-0.717199,-3.261875
"(-8,10,4,0.6)",0.363600,-2.027907,-0.717199,-3.261875
"(-8,10,4,0.8)",0.363600,-2.027907,-0.717199,-3.261875
"(-8,10,4,1)",0.363600,-2.000182,-0.727279,-4.000000
"(-8,10,4,2)",0.363600,-2.181712,-0.661275,-4.760251
"(-8,10,4,4)",0.363600,-2.545586,-0.528971,-6.479060
"(-8,10,4,6)",0.363600,-2.909024,-0.396825,-8.462279
"(-8,10,4,8)",0.363600,-3.273118,-0.264440,-10.709908
"(-8,10,4,10)",0.363600,-3.636486,-0.132320,-13.221948
"(-8,10,6,0)",0.363600,-2.027907,-0.717199,-7.317688
"(-8,10,6,0.2)",0.363600,-2.027907,-0.717199,-7.317688
"(-8,10,6,0.4)",0.363600,-2.027907,-0.717199,-7.317688
"(-8,10,6,0.6)",0.363600,-2.027907,-0.717199,-7.317688
"(-8,10,6,0.8)",0.363600,-2.027907,-0.717199,-7.317688
"(-8,10,6,1)",0.363600,-2.999676,-0.363864,-8.999999
"(-8,10,6,2)",0.363600,-3.181765,-0.297656,-10.123851
"(-8,10,6,4)",0.363600,-3.546355,-0.165091,-12.569859
"(-8,10,6,6)",0.363600,-3.909338,-0.033111,-15.280279
"(-8,10,6,8)",0.363600,-4.272666,0.098995,-18.255108
"(-8,10,6,10)",0.363600,-4.636294,0.231211,-21.494345
"(-8,10,8,0)",0.363600,-3.817919,-0.066350,-14.578652
"(-8,10,8,0.2)",0.363600,-3.817919,-0.066350,-14.578652
"(-8,10,8,0.4)",0.363600,-3.817919,-0.066350,-14.578652
"(-8,10,8,0.6)",0.363600,-3.817919,-0.066350,-14.578652
"(-8,10,8,0.8)",0.363600,-3.817919,-0.066350,-14.578652
"(-8,10,8,1)",0.363600,-4.000367,-0.000013,-16.000000
"(-8,10,8,2)",0.363600,-4.182406,0.066177,-17.487450
"(-8,10,8,4)",0.363600,-4.544716,0.197913,-20.660660
"(-8,10,8,6)",0.363600,-4.909631,0.330596,-24.098278
"(-8,10,8,8)",0.363600,-5.273396,0.462861,-27.800306
"(-8,10,8,10)",0.363600,-5.636154,0.594759,-31.766747
"(-8,10,10,0)",0.363600,-5.385013,0.503445,-22.893776
"(-8,10,10,0.2)",0.363600,-5.385013,0.503445,-22.893776
"(-8,10,10,0.4)",0.363600,-5.385013,0.503445,-22.893776
"(-8,10,10,0.6)",0.363600,-5.385013,0.503445,-22.893776
"(-8,10,10,0.8)",0.363600,-5.385013,0.503445,-22.893776
"(-8,10,10,1)",0.363600,-5.000000,0.363454,-25.000000
"(-8,10,10,2)",0.363600,-5.181654,0.429503,-26.851049
"(-8,10,10,4)",0.363600,-5.545633,0.561846,-30.751459
"(-8,10,10,6)",0.363600,-5.908760,0.693879,-34.916279
"(-8,10,10,8)",0.363600,-6.273298,0.826425,-39.345505
"(-8,10,10,10)",0.363600,-6.636246,0.958393,-44.039146
"(-6,0,-10,0)",7.335450,8.667878,-53.786659,-75.129456
"(-6,0,-10,0.2)",7.348903,8.849423,-55.120598,-75.215492
"(-6,0,-10,0.4)",7.305190,8.647577,-53.637535,-74.867378
"(-6,0,-10,0.6)",7.345496,8.642977,-53.603615,-75.215675
"(-6,0,-10,0.8)",7.340334,8.696304,-53.995277,-75.171112
"(-6,0,-10,1)",5.538422,5.000665,-30.252205,-25.000002
"(-6,0,-10,2)",4.829967,1.526722,-13.025235,-5.562321
"(-6,0,-10,4)",4.830502,1.526722,-13.024096,9.188157
"(-6,0,-10,6)",5.330353,-8.767604,43.164974,-69.125214
"(-6,0,-10,8)",-48.818222,-541.776611,-23772.441406,484079.656250
"(-6,0,-10,10)",-44.730042,-105.219727,-2437.325928,54481.734375
"(-6,0,-8,0)",6.607715,7.322919,-44.372158,-53.345970
"(-6,0,-8,0.2)",6.653595,7.469416,-45.349712,-53.661625
"(-6,0,-8,0.4)",6.668099,7.344107,-44.516281,-53.788185
"(-6,0,-8,0.6)",6.664166,7.483820,-45.447308,-53.736420
"(-6,0,-8,0.8)",6.671716,7.285263,-44.123707,-53.812252
"(-6,0,-8,1)",4.991439,4.000208,-25.000965,-16.000000
"(-6,0,-8,2)",4.831000,1.526722,-13.023031,-2.507301
"(-6,0,-8,4)",4.831250,1.526722,-13.022497,12.245029
"(-6,0,-8,6)",4.487640,-6.641794,23.019058,-51.782135
"(-6,0,-8,8)",1109.221069,-9.630461,1234398.375000,-74606.382812
"(-6,0,-8,10)",-38.152843,175.251297,8370.891602,-30866.011719
"(-6,0,-6,0)",6.070432,5.954764,-35.720436,-36.417358
"(-6,0,-6,0.2)",6.228716,6.063598,-36.343822,-37.382797
"(-6,0,-6,0.4)",6.052326,5.912188,-35.465794,-36.301647
"(-6,0,-6,0.6)",6.073582,6.063246,-36.378716,-36.442146
"(-6,0,-6,0.8)",6.100085,6.021932,-36.123768,-36.602222
"(-6,0,-6,1)",4.738792,3.000399,-20.194870,-9.000001
"(-6,0,-6,2)",4.607751,1.526722,-13.449889,0.205303
"(-6,0,-6,4)",4.964979,-3.773015,13.594078,-19.325085
"(-6,0,-6,6)",-1405.517334,-7.247223,1973726.000000,51026.488281
"(-6,0,-6,8)",-70.456863,-41.398872,2470.076172,22380.103516
"(-6,0,-6,10)",-33.307583,185.647186,7492.699707,-22300.136719
"(-6,0,-4,0)",5.316843,4.719430,-28.724707,-21.697168
"(-6,0,-4,0.2)",5.361000,4.671378,-28.468937,-21.906998
"(-6,0,-4,0.4)",5.336244,4.586569,-28.017014,-21.784710
"(-6,0,-4,0.6)",5.324226,4.563716,-27.896231,-21.725615
"(-6,0,-4,0.8)",5.335402,4.651581,-28.363955,-21.787170
"(-6,0,-4,1)",3.959188,2.000001,-15.998340,-4.000000
"(-6,0,-4,2)",4.162608,1.526722,-14.003487,2.579137
"(-6,0,-4,4)",3.818831,-3.185654,3.835959,-13.605419
"(-6,0,-4,6)",4.064684,-6.927996,20.293665,-65.091454
"(-6,0,-4,8)",-22.250984,-40.793144,-279.075409,8181.066406
"(-6,0,-4,10)",16342.761719,-7009.060547,381535200.000000,-981771712.000000
"(-6,0,-2,0)",4.653469,3.341249,-21.814442,-11.066952
"(-6,0,-2,0.2)",4.646875,3.328231,-21.753675,-11.045215
"(-6,0,-2,0.4)",4.670128,3.334941,-21.785276,-11.122651
"(-6,0,-2,0.6)",4.677729,3.334941,-21.785177,-11.148001
"(-6,0,-2,0.8)",4.696535,3.335151,-21.785425,-11.210724
"(-6,0,-2,1)",3.499701,0.999769,-12.249189,-1.000000
"(-6,0,-2,2)",3.332819,0.621924,-10.961993,1.215703
"(-6,0,-2,4)",3.063913,-3.654752,2.201924,-12.926806
"(-6,0,-2,6)",3.647541,-6.500838,15.131384,-63.297798
"(-6,0,-2,8)",-544.475586,-9.668782,294456.125000,36963.734375
"(-6,0,-2,10)",7685.248535,123.355179,58068920.000000,8547107.000000
"(-6,0,0,0)",3.794768,1.976101,-15.867191,-3.593870
"(-6,0,0,0.2)",4.185183,2.016856,-16.036251,-4.373202
"(-6,0,0,0.4)",3.992339,2.022666,-16.090431,-3.983991
"(-6,0,0,0.6)",4.350512,1.999195,-15.873637,-4.700741
"(-6,0,0,0.8)",4.150211,2.013974,-16.035431,-4.302325
"(-6,0,0,1)",3.000304,0.000000,-9.000000,0.000000
"(-6,0,0,2)",3.000304,-1.560782,-4.317180,-2.246780
"(-6,0,0,4)",3.000304,-4.499730,4.500556,-20.254105
"(-6,0,0,6)",3.000304,-7.621157,13.865788,-56.246899
"(-6,0,0,8)",-1661.519409,-11.488347,2751527.750000,133748.765625
"(-6,0,0,10)",411859345735680.000000,10841701220352.000000,165162859902306762012351266816.000000,40304845414413926150405357568.000000
"(-6,0,2,0)",3.000304,-0.620319,-7.138854,1.005304
"(-6,0,2,0.2)",3.000304,-0.620319,-7.138854,1.005304
"(-6,0,2,0.4)",3.000304,-0.620319,-7.138854,1.005304
"(-6,0,2,0.6)",3.000304,-0.620319,-7.138854,1.005304
"(-6,0,2,0.8)",3.000304,-0.620319,-7.138854,1.005304
"(-6,0,2,1)",3.000304,-1.000065,-5.999502,-1.000000
"(-6,0,2,2)",3.000304,-2.499821,-1.499776,-6.250760
"(-6,0,2,4)",3.000304,-5.500430,7.502963,-30.255014
"(-6,0,2,6)",3.000304,-8.498309,16.497511,-72.262909
"(-6,0,2,8)",8529.705078,-11.500720,72802792.000000,-686575.000000
"(-6,0,2,10)",-4908555264.000000,1750880485376.000000,8618387173361447862272.000000,2988233901130018388443136.000000
"(-6,0,4,0)",3.000304,-2.027907,-2.915663,2.085115
"(-6,0,4,0.2)",3.000304,-2.027907,-2.915663,2.085115
"(-6,0,4,0.4)",3.000304,-2.027907,-2.915663,2.085115
"(-6,0,4,0.6)",3.000304,-2.027907,-2.915663,2.085115
"(-6,0,4,0.8)",3.000304,-2.027907,-2.915663,2.085115
"(-6,0,4,1)",3.000304,-2.000379,-2.998254,-4.000000
"(-6,0,4,2)",3.000304,-3.499637,1.499976,-12.251063
"(-6,0,4,4)",3.000304,-6.500636,10.503885,-42.255928
"(-6,0,4,6)",3.000304,-9.497659,19.495865,-90.264427
"(-6,0,4,8)",28.791067,45.346779,-649.403015,11376.791992
"(-6,0,4,10)",88.857704,113.189163,-2695.183838,103784.109375
"(-6,0,6,0)",3.000304,-2.027907,-2.915663,-1.970698
"(-6,0,6,0.2)",3.000304,-2.027907,-2.915663,-1.970698
"(-6,0,6,0.4)",3.000304,-2.027907,-2.915663,-1.970698
"(-6,0,6,0.6)",3.000304,-2.027907,-2.915663,-1.970698
"(-6,0,6,0.8)",3.000304,-2.027907,-2.915663,-1.970698
"(-6,0,6,1)",3.000304,-3.000305,0.001827,-9.000000
"(-6,0,6,2)",3.000304,-4.500745,4.503603,-20.251369
"(-6,0,6,4)",3.000304,-7.499900,13.501980,-56.256836
"(-6,0,6,6)",3.000304,-10.500676,22.505220,-110.265953
"(-6,0,6,8)",-132.132187,-892.002258,-99610.500000,1615351.375000
"(-6,0,6,10)",117.817017,125.322472,-1591.172363,149343.734375
"(-6,0,8,0)",3.000304,-5.385013,7.156676,2.074936
"(-6,0,8,0.2)",3.000304,-5.385013,7.156676,2.074936
"(-6,0,8,0.4)",3.000304,-5.385013,7.156676,2.074936
"(-6,0,8,0.6)",3.000304,-5.385013,7.156676,2.074936
"(-6,0,8,0.8)",3.000304,-5.385013,7.156676,2.074936
"(-6,0,8,1)",3.000304,-4.000369,3.002321,-16.000000
"(-6,0,8,2)",3.000304,-5.499127,7.499054,-30.251669
"(-6,0,8,4)",3.000304,-8.499148,16.500029,-72.257751
"(-6,0,8,6)",3.000304,-11.496974,25.494417,-132.267456
"(-6,0,8,8)",48.118416,50.588493,-407.566711,20003.572266
"(-6,0,8,10)",83.289452,125.633606,-4026.558105,110964.460938
"(-6,0,10,0)",3.000304,-5.385013,7.156676,-8.695090
"(-6,0,10,0.2)",3.000304,-5.385013,7.156676,-8.695090
"(-6,0,10,0.4)",3.000304,-5.385013,7.156676,-8.695090
"(-6,0,10,0.6)",3.000304,-5.385013,7.156676,-8.695090
"(-6,0,10,0.8)",3.000304,-5.385013,7.156676,-8.695090
"(-6,0,10,1)",3.000304,-5.000119,6.001878,-25.000000
"(-6,0,10,2)",3.000304,-6.500012,10.502014,-42.251976
"(-6,0,10,4)",3.000304,-9.499465,19.501284,-90.258659
"(-6,0,10,6)",4.639883,-5.385013,18.675043,-149.780914
"(-6,0,10,8)",35.928513,49.842075,-715.464661,15517.915039
"(-6,0,10,10)",98.691803,149.944229,-5650.345215,157167.109375
"(-6,0.2,-10,0)",7.263318,8.635432,-53.546009,-74.505524
"(-6,0.2,-10,0.2)",7.315130,8.453803,-52.220322,-74.911903
"(-6,0.2,-10,0.4)",7.398262,8.635701,-53.544472,-75.670860
"(-6,0.2,-10,0.6)",7.499973,8.621724,-53.412941,-76.545815
"(-6,0.2,-10,0.8)",7.694664,8.615305,-53.252007,-78.221443
"(-6,0.2,-10,1)",5.555963,5.000700,-30.250755,-25.000000
"(-6,0.2,-10,2)",4.831070,1.526722,-13.022882,-5.560638
"(-6,0.2,-10,4)",4.830087,-3.943555,13.396930,-2.155962
"(-6,0.2,-10,6)",5.266677,-5.249260,23.783987,-58.183456
"(-6,0.2,-10,8)",-77.040977,252.595596,25857.769531,-74942.906250
"(-6,0.2,-10,10)",-43.165855,235.784531,12300.126953,-38364.074219
"(-6,0.2,-8,0)",6.626963,7.449394,-45.211998,-53.468540
"(-6,0.2,-8,0.2)",6.658560,7.509399,-45.616726,-53.685905
"(-6,0.2,-8,0.4)",6.645197,7.354241,-44.582920,-53.619446
"(-6,0.2,-8,0.6)",6.639181,7.422801,-45.037678,-53.565750
"(-6,0.2,-8,0.8)",6.651371,7.389662,-44.818871,-53.661575
"(-6,0.2,-8,1)",4.999290,4.000579,-25.002893,-15.999998
"(-6,0.2,-8,2)",4.828981,1.526722,-13.027338,-2.510383
"(-6,0.2,-8,4)",4.830382,1.526722,-13.024350,12.241055
"(-6,0.2,-8,6)",3.400995,-7.207642,15.673957,-12.954545
"(-6,0.2,-8,8)",-213.562073,-370.753387,-32288.730469,694676.125000
"(-6,0.2,-8,10)",-36.830208,199.915298,8940.368164,-27899.488281
"(-6,0.2,-6,0)",6.058858,6.048440,-36.290024,-36.353653
"(-6,0.2,-6,0.2)",6.069141,6.052637,-36.314678,-36.415718
"(-6,0.2,-6,0.4)",5.911227,6.150433,-36.881359,-35.431377
"(-6,0.2,-6,0.6)",6.080664,6.093089,-36.559536,-36.482826
"(-6,0.2,-6,0.8)",5.844874,6.031380,-36.159348,-35.063393
"(-6,0.2,-6,1)",4.611147,3.000406,-20.239517,-8.999999
"(-6,0.2,-6,2)",4.606981,1.526722,-13.451190,0.204128
"(-6,0.2,-6,4)",4.435604,-3.773015,9.796556,-13.333072
"(-6,0.2,-6,6)",4.492102,-7.642622,27.557802,-67.391769
"(-6,0.2,-6,8)",-5401.891113,28322.929688,182210224.000000,-268963296.000000
"(-6,0.2,-6,10)",-37.108540,151.766174,7231.516113,-28564.013672
"(-6,0.2,-4,0)",5.329281,4.521644,-27.671560,-21.738422
"(-6,0.2,-4,0.2)",5.322580,4.559367,-27.873219,-21.717236
"(-6,0.2,-4,0.4)",5.437747,4.747088,-28.870853,-22.266973
"(-6,0.2,-4,0.6)",5.337285,4.591271,-28.042021,-21.790234
"(-6,0.2,-4,0.8)",5.309696,4.678803,-28.508327,-21.667036
"(-6,0.2,-4,1)",4.286164,2.000001,-15.918115,-4.000000
"(-6,0.2,-4,2)",4.161555,1.526722,-14.004326,2.577529
"(-6,0.2,-4,4)",3.256214,-3.185654,1.438816,-8.228511
"(-6,0.2,-4,6)",4.443648,-8.000155,28.633995,-81.746262
"(-6,0.2,-4,8)",3.639917,-11.632898,33.752274,-114.543541
"(-6,0.2,-4,10)",-638373.000000,409148.437500,668713222144.000000,-2183303004160.000000
"(-6,0.2,-2,0)",4.660653,3.253451,-21.405439,-11.085165
"(-6,0.2,-2,0.2)",4.676875,3.325163,-21.739462,-11.144989
"(-6,0.2,-2,0.4)",4.679040,3.322430,-21.726610,-11.152102
"(-6,0.2,-2,0.6)",4.681581,3.353755,-21.873159,-11.160713
"(-6,0.2,-2,0.8)",4.666710,3.328277,-21.754181,-11.111231
"(-6,0.2,-2,1)",3.499520,0.999769,-12.249189,-1.000000
"(-6,0.2,-2,2)",3.505849,0.621924,-10.924490,1.323314
"(-6,0.2,-2,4)",3.840008,-4.185428,7.777688,-22.327560
"(-6,0.2,-2,6)",3.402024,-7.878254,17.963634,-56.186661
"(-6,0.2,-2,8)",11276.366211,-11.101852,127213960.000000,-876174.437500
"(-6,0.2,-2,10)",-3003430144.000000,2273437696.000000,15848703650391130112.000000,-56284479612923150336.000000
"(-6,0.2,0,0)",4.061025,1.997064,-15.984353,-4.121861
"(-6,0.2,0,0.2)",4.003176,1.909224,-15.636599,-3.997823
"(-6,0.2,0,0.4)",3.987503,2.017157,-16.068254,-3.974497
"(-6,0.2,0,0.6)",3.966603,1.986884,-15.946861,-3.933472
"(-6,0.2,0,0.8)",4.114897,1.974463,-15.881717,-4.226208
"(-6,0.2,0,1)",3.000297,0.000000,-9.000000,0.000000
"(-6,0.2,0,2)",3.000304,-1.551046,-4.346390,-2.247866
"(-6,0.2,0,4)",3.000304,-4.941079,5.824740,-20.059954
"(-6,0.2,0,6)",3.000304,-7.941180,14.825953,-56.067429
"(-6,0.2,0,8)",12341.388672,-11.088330,152372672.000000,-957794.812500
"(-6,0.2,0,10)",7484.731445,-5536.002441,97411792.000000,-342272096.000000
"(-6,0.2,2,0)",3.000304,-0.620319,-7.138854,1.005304
"(-6,0.2,2,0.2)",3.000304,-0.620319,-7.138854,1.005304
"(-6,0.2,2,0.4)",3.000304,-0.620319,-7.138854,1.005304
"(-6,0.2,2,0.6)",3.000304,-0.620319,-7.138854,1.005304
"(-6,0.2,2,0.8)",3.000304,-0.620319,-7.138854,1.005304
"(-6,0.2,2,1)",3.000304,-1.000065,-5.999502,-1.000000
"(-6,0.2,2,2)",3.000304,-2.499821,-1.499776,-6.250760
"(-6,0.2,2,4)",3.000304,-5.500430,7.502963,-30.255014
"(-6,0.2,2,6)",3.000304,-8.498309,16.497511,-72.262909
"(-6,0.2,2,8)",3.000304,10515.842773,-31559.726562,110824832.000000
"(-6,0.2,2,10)",95.403801,125.161530,-3411.423340,123383.710938
"(-6,0.2,4,0)",3.000304,-2.027907,-2.915663,2.085115
"(-6,0.2,4,0.2)",3.000304,-2.027907,-2.915663,2.085115
"(-6,0.2,4,0.4)",3.000304,-2.027907,-2.915663,2.085115
"(-6,0.2,4,0.6)",3.000304,-2.027907,-2.915663,2.085115
"(-6,0.2,4,0.8)",3.000304,-2.027907,-2.915663,2.085115
"(-6,0.2,4,1)",3.000304,-2.000379,-2.998254,-4.000000
"(-6,0.2,4,2)",3.000304,-3.499637,1.499976,-12.251063
"(-6,0.2,4,4)",3.000304,-6.500636,10.503885,-42.255928
"(-6,0.2,4,6)",3.000304,-9.497659,19.495865,-90.264427
"(-6,0.2,4,8)",21.821634,43.160355,-596.575562,8628.263672
"(-6,0.2,4,10)",-27.730616,128.011765,4485.215820,-15049.544922
"(-6,0.2,6,0)",3.000304,-2.027907,-2.915663,-1.970698
"(-6,0.2,6,0.2)",3.000304,-2.027907,-2.915663,-1.970698
"(-6,0.2,6,0.4)",3.000304,-2.027907,-2.915663,-1.970698
"(-6,0.2,6,0.6)",3.000304,-2.027907,-2.915663,-1.970698
"(-6,0.2,6,0.8)",3.000304,-2.027907,-2.915663,-1.970698
"(-6,0.2,6,1)",3.000304,-3.000305,0.001827,-9.000000
"(-6,0.2,6,2)",3.000304,-4.500745,4.503603,-20.251369
"(-6,0.2,6,4)",3.000304,-7.499900,13.501980,-56.256836
"(-6,0.2,6,6)",3.000304,6.320310,-27.962852,172.682449
"(-6,0.2,6,8)",37.842182,43.450420,-439.281067,13658.453125
"(-6,0.2,6,10)",56.139793,127.049538,-4317.697266,81096.695312
"(-6,0.2,8,0)",3.000304,-5.385013,7.156676,2.074936
"(-6,0.2,8,0.2)",3.000304,-5.385013,7.156676,2.074936
"(-6,0.2,8,0.4)",3.000304,-5.385013,7.156676,2.074936
"(-6,0.2,8,0.6)",3.000304,-5.385013,7.156676,2.074936
"(-6,0.2,8,0.8)",3.000304,-5.385013,7.156676,2.074936
"(-6,0.2,8,1)",3.000304,-4.000369,3.002321,-16.000000
"(-6,0.2,8,2)",3.000304,-5.499127,7.499054,-30.251669
"(-6,0.2,8,4)",3.000304,-8.499148,16.500029,-72.257751
"(-6,0.2,8,6)",3.000304,-5.385013,7.156676,-94.865120
"(-6,0.2,8,8)",-152.462769,-719.081787,-85473.531250,1278758.375000
"(-6,0.2,8,10)",-31.186565,125.570992,5075.849121,-18472.511719
"(-6,0.2,10,0)",3.000304,-5.385013,7.156676,-8.695090
"(-6,0.2,10,0.2)",3.000304,-5.385013,7.156676,-8.695090
"(-6,0.2,10,0.4)",3.000304,-5.385013,7.156676,-8.695090
"(-6,0.2,10,0.6)",3.000304,-5.385013,7.156676,-8.695090
"(-6,0.2,10,0.8)",3.000304,-5.385013,7.156676,-8.695090
"(-6,0.2,10,1)",3.000304,-5.000119,6.001878,-25.000000
"(-6,0.2,10,2)",3.000304,-6.500003,10.501986,-42.251976
